id_grid,crime_count,crime_freq,crime_count_6M,crime_freq_6M,crime_count_1Y,crime_freq_1Y,crime_count_2Y,crime_freq_2Y,crime_count_3Y,crime_freq_3Y
3348,0,0,0,0,1,2,1,1,0,0
3349,0,0,0,0,0,0,0,0,0,0
3350,0,0,0,0,0,0,0,0,0,0
3351,0,0,0,0,0,0,1,1,0,0
3352,0,0,0,0,0,0,0,0,0,0
3353,0,0,1,2,2,4,1,1,0,0
3354,0,0,0,0,1,2,1,1,0,0
3355,0,0,0,0,0,0,0,0,1,1
3356,1,1,0,0,1,2,1,1,0,0
3357,0,0,0,0,0,0,0,0,0,0
3487,0,0,0,0,0,0,0,0,0,0
3488,0,0,0,0,0,0,0,0,0,0
3489,0,0,0,0,0,0,0,0,0,0
3490,0,0,0,0,0,0,0,0,0,0
3491,0,0,0,0,0,0,0,0,0,0
3492,0,0,0,0,0,0,0,0,0,0
3493,0,0,0,0,0,0,0,0,0,0
3494,1,1,1,2,0,0,2,2,0,0
3495,1,1,1,2,1,2,0,0,1,1
3496,0,0,0,0,0,0,0,0,0,0
3497,0,0,0,0,0,0,0,0,0,0
3498,0,0,0,0,0,0,1,1,0,0
3499,0,0,0,0,1,2,0,0,0,0
3500,0,0,0,0,0,0,0,0,0,0
3501,0,0,0,0,0,0,0,0,1,1
3502,0,0,0,0,0,0,0,0,0,0
3503,0,0,0,0,0,0,0,0,0,0
3504,0,0,0,0,0,0,0,0,0,0
3505,0,0,0,0,0,0,0,0,0,0
3506,0,0,0,0,0,0,0,0,0,0
3507,0,0,0,0,0,0,0,0,0,0
3508,0,0,0,0,0,0,0,0,0,0
3509,0,0,0,0,0,0,0,0,0,0
3510,0,0,0,0,0,0,0,0,0,0
3511,0,0,0,0,0,0,2,2,0,0
3512,0,0,0,0,0,0,0,0,2,2
3534,0,0,0,0,0,0,0,0,0,0
3535,0,0,0,0,0,0,0,0,0,0
3536,0,0,0,0,0,0,0,0,0,0
3537,0,0,0,0,0,0,0,0,0,0
3538,0,0,0,0,0,0,0,0,0,0
3539,0,0,0,0,0,0,0,0,0,0
3540,1,1,0,0,0,0,0,0,0,0
3541,0,0,0,0,0,0,0,0,0,0
3542,0,0,0,0,0,0,0,0,0,0
3543,0,0,0,0,0,0,0,0,0,0
3544,0,0,0,0,0,0,0,0,0,0
3545,0,0,0,0,0,0,0,0,0,0
3546,0,0,0,0,0,0,0,0,0,0
3547,0,0,0,0,0,0,0,0,0,0
3548,0,0,0,0,0,0,0,0,0,0
3549,1,1,0,0,2,4,1,1,1,1
3550,0,0,0,0,0,0,0,0,0,0
3551,0,0,0,0,0,0,0,0,0,0
3552,0,0,1,2,0,0,0,0,0,0
3553,0,0,0,0,0,0,0,0,0,0
3554,0,0,0,0,0,0,0,0,0,0
3555,0,0,0,0,0,0,0,0,0,0
3556,0,0,0,0,0,0,0,0,0,0
3557,0,0,0,0,0,0,0,0,0,0
3558,0,0,0,0,0,0,0,0,0,0
3559,1,1,0,0,0,0,0,0,1,1
3560,1,1,2,4,0,0,0,0,0,0
3561,0,0,0,0,0,0,0,0,0,0
3562,1,1,0,0,0,0,1,1,0,0
3563,4,4,0,0,0,0,2,2,3,3
3564,0,0,2,4,1,2,0,0,0,0
3565,1,1,4,8,0,0,1,1,1,1
3566,0,0,0,0,0,0,0,0,0,0
3567,0,0,0,0,0,0,0,0,0,0
3568,1,1,0,0,0,0,0,0,1,1
3569,0,0,0,0,0,0,0,0,0,0
3699,0,0,0,0,0,0,0,0,0,0
3700,0,0,0,0,0,0,0,0,0,0
3701,0,0,0,0,0,0,1,1,1,1
3702,1,1,0,0,0,0,0,0,0,0
3703,0,0,0,0,0,0,0,0,0,0
3704,0,0,0,0,0,0,0,0,0,0
3705,3,3,2,4,1,2,0,0,2,2
3706,0,0,0,0,0,0,0,0,0,0
3707,1,1,0,0,1,2,1,1,3,3
3708,1,1,0,0,1,2,0,0,1,1
3709,0,0,0,0,0,0,0,0,0,0
3710,0,0,0,0,1,2,0,0,1,1
3711,0,0,0,0,0,0,0,0,0,0
3712,0,0,0,0,0,0,0,0,0,0
3713,0,0,0,0,0,0,0,0,0,0
3714,0,0,0,0,0,0,0,0,0,0
3715,0,0,0,0,0,0,0,0,0,0
3716,0,0,0,0,0,0,0,0,0,0
3717,0,0,0,0,0,0,0,0,0,0
3718,0,0,0,0,0,0,0,0,0,0
3719,0,0,0,0,0,0,0,0,0,0
3720,0,0,0,0,0,0,0,0,0,0
3721,0,0,0,0,0,0,0,0,1,1
3722,0,0,0,0,0,0,0,0,0,0
3723,0,0,0,0,0,0,0,0,0,0
3724,0,0,0,0,0,0,0,0,2,2
3725,0,0,0,0,0,0,0,0,0,0
3726,0,0,0,0,0,0,0,0,0,0
3727,1,1,0,0,0,0,0,0,0,0
3728,0,0,0,0,0,0,0,0,0,0
