id_grid,crime_count,num_potholes,bank_a,bar_a,beauty_shop_a,cafe_a,car_dealership_a,car_wash_a,cinema_a,courthouse_a,dentist_a,department_store_a,fast_food_a,golf_course_a,hospital_a,hotel_a,motel_a,museum_a,nightclub_a,park_a,pharmacy_a,playground_a,post_office_a,restaurant_a,school_a,sports_centre_a,stadium_a,supermarket_a,swimming_pool_a,theatre_a,theme_park_a,track_a,university_a,bakery,bank,bar,cafe,car_dealership,cinema,convenience,department_store,fast_food,gift_shop,hairdresser,hotel,motel,nightclub,pharmacy,playground,pub,restaurant,school,supermarket,theatre,university,unemployment_rate,income,poverty_rate,density
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199203187250996,70346,0.08038585209003216,474.64860900695425
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02905158687631091,71558.50000000025,0.08756554322263362,310.24922995479164
94,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026236244136751418,74098.46920643905,0.08065658423700275,517.9849791475451
95,286,42,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,3,0,0,1,0,0,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.017454814297186382,81144.84636839124,0.0470178282322036,1669.0889886782008
96,532,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011552478491104716,74340.65842728675,0.06991233018041262,2312.2989140623517
97,213,57,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,6,0,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,2,0,1,0,0,0.017066881816259018,85721.56490060118,0.04813238262557746,1748.383722245466
98,748,78,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,8,0,4,0,2,3,0,0,0,13,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,6,0,0,0,0,0.03138293398868935,71013.36454910153,0.06619590082404765,2580.4347916609368
99,511,66,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,2,0,1,3,2,0,0,8,0,0,0,0,1,4,0,1,0,0,0,1,15,1,1,0,0,0,1,0,3,10,2,2,0,0,0.02981639011134297,78078.20170883098,0.04240589831875244,1762.9016359655989
100,557,52,1,0,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,1,0,1,0,5,1,0,0,0,4,0,0,1,0,0,0,0,0,3,0,1,2,7,0,2,2,0,0,0,0,1,6,0,1,0,0,0.03410136739942219,71304.19279653633,0.0845792472399125,1529.9128573112703
101,608,61,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0.059701420030973125,68650.43023252457,0.14984481987970233,1628.1578491193507
102,219,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.029593621321857836,80346.88229943221,0.04636872387138438,1279.3887771852985
103,113,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.015671118384159837,85047.73872794335,0.026228244505630553,1650.836504710408
105,276,64,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,2,1,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.020763741083598842,87869.0163670978,0.036879406079626115,1503.2333755786476
106,96,3,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,12,0,1,0,0,0.02483657441650015,82481.34063293299,0.05224083841280554,959.893147481976
107,99,36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.02870304618122398,84147.53404005448,0.06032274922912005,1322.8163212278366
108,170,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,3,3,0,0,0.024275380428967847,87629.7274395819,0.04958818469694273,1545.3302757357526
109,42,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.015565849944784856,97286.27583920323,0.03391080498109777,1545.863013496875
